sample_id,channel,bucket,review_reason,event_count,source_file,segment_start,segment_end,png_path,npz_path
loc_0001037,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,34.000000,36.000000,ns/empty/loc_0001037.png,samples/loc_0001037.npz
loc_0001027,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,14.000000,16.000000,ns/empty/loc_0001027.png,samples/loc_0001027.npz
loc_0001022,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,4.000000,6.000000,ns/empty/loc_0001022.png,samples/loc_0001022.npz
loc_0001021,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,2.000000,4.000000,ns/empty/loc_0001021.png,samples/loc_0001021.npz
loc_0001020,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,0.000000,2.000000,ns/empty/loc_0001020.png,samples/loc_0001020.npz
loc_0000381,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,42.000000,44.000000,ns/empty/loc_0000381.png,samples/loc_0000381.npz
loc_0000379,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,38.000000,40.000000,ns/empty/loc_0000379.png,samples/loc_0000379.npz
loc_0000378,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,36.000000,38.000000,ns/empty/loc_0000378.png,samples/loc_0000378.npz
loc_0000377,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,34.000000,36.000000,ns/empty/loc_0000377.png,samples/loc_0000377.npz
loc_0000369,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,18.000000,20.000000,ns/empty/loc_0000369.png,samples/loc_0000369.npz
loc_0000368,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,16.000000,18.000000,ns/empty/loc_0000368.png,samples/loc_0000368.npz
loc_0000367,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,14.000000,16.000000,ns/empty/loc_0000367.png,samples/loc_0000367.npz
loc_0003929,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,58.000000,60.000000,ns/empty/loc_0003929.png,samples/loc_0003929.npz
loc_0003926,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,52.000000,54.000000,ns/empty/loc_0003926.png,samples/loc_0003926.npz
loc_0003916,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,32.000000,34.000000,ns/empty/loc_0003916.png,samples/loc_0003916.npz
loc_0003901,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,2.000000,4.000000,ns/empty/loc_0003901.png,samples/loc_0003901.npz
loc_0003564,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,48.000000,50.000000,ns/empty/loc_0003564.png,samples/loc_0003564.npz
loc_0003562,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,44.000000,46.000000,ns/empty/loc_0003562.png,samples/loc_0003562.npz
loc_0003561,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,42.000000,44.000000,ns/empty/loc_0003561.png,samples/loc_0003561.npz
loc_0003560,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,40.000000,42.000000,ns/empty/loc_0003560.png,samples/loc_0003560.npz
loc_0003546,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,12.000000,14.000000,ns/empty/loc_0003546.png,samples/loc_0003546.npz
loc_0003543,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,6.000000,8.000000,ns/empty/loc_0003543.png,samples/loc_0003543.npz
loc_0003541,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,2.000000,4.000000,ns/empty/loc_0003541.png,samples/loc_0003541.npz
loc_0001529,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,58.000000,60.000000,ns/empty/loc_0001529.png,samples/loc_0001529.npz
loc_0001523,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,46.000000,48.000000,ns/empty/loc_0001523.png,samples/loc_0001523.npz
loc_0001522,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,44.000000,46.000000,ns/empty/loc_0001522.png,samples/loc_0001522.npz
loc_0001519,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,38.000000,40.000000,ns/empty/loc_0001519.png,samples/loc_0001519.npz
loc_0001513,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,26.000000,28.000000,ns/empty/loc_0001513.png,samples/loc_0001513.npz
loc_0001509,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,18.000000,20.000000,ns/empty/loc_0001509.png,samples/loc_0001509.npz
loc_0001505,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,10.000000,12.000000,ns/empty/loc_0001505.png,samples/loc_0001505.npz
loc_0001500,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,0.000000,2.000000,ns/empty/loc_0001500.png,samples/loc_0001500.npz
loc_0002186,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,52.000000,54.000000,ns/empty/loc_0002186.png,samples/loc_0002186.npz
loc_0002183,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,46.000000,48.000000,ns/empty/loc_0002183.png,samples/loc_0002183.npz
loc_0002175,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,30.000000,32.000000,ns/empty/loc_0002175.png,samples/loc_0002175.npz
loc_0002171,ns,empty,active_empty_model_error_source,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,22.000000,24.000000,ns/empty/loc_0002171.png,samples/loc_0002171.npz
loc_0001036,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,32.000000,34.000000,ns/single/loc_0001036.png,samples/loc_0001036.npz
loc_0001035,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,30.000000,32.000000,ns/single/loc_0001035.png,samples/loc_0001035.npz
loc_0001033,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,26.000000,28.000000,ns/single/loc_0001033.png,samples/loc_0001033.npz
loc_0001028,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,16.000000,18.000000,ns/single/loc_0001028.png,samples/loc_0001028.npz
loc_0001024,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,8.000000,10.000000,ns/single/loc_0001024.png,samples/loc_0001024.npz
loc_0000387,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,54.000000,56.000000,ns/single/loc_0000387.png,samples/loc_0000387.npz
loc_0000386,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,52.000000,54.000000,ns/single/loc_0000386.png,samples/loc_0000386.npz
loc_0000385,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,50.000000,52.000000,ns/single/loc_0000385.png,samples/loc_0000385.npz
loc_0000382,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,44.000000,46.000000,ns/single/loc_0000382.png,samples/loc_0000382.npz
loc_0000371,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,22.000000,24.000000,ns/single/loc_0000371.png,samples/loc_0000371.npz
loc_0000364,ns,single,active_single_model_error_source,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,8.000000,10.000000,ns/single/loc_0000364.png,samples/loc_0000364.npz
